"#","Name","Laps","Lead Lap","Lap Time","Lap Time (ms)","Elapsed Time","Elapsed Time (ms)","Passing Tm","Class","Flag","FirstName","LastName","Additional1","Additional2","Additional3","Additional4","Additional5","Additional6","Additional7","Additional8","CarRegistration","DriverRegistration","Transponder1","Transponder2","entry","drivers","S1","S1 (ms)","S2","S2 (ms)","S3","S3 (ms)","S1a","S1a (ms)","S1b","S1b (ms)","S2a","S2a (ms)","S2b","S2b (ms)","S3a","S3a (ms)","S3b","S3b (ms)"
"2","Will Robusto","1","1","1:44.789",104789,"1:45.146",105146,"12:01:00.548","Am","Green Flag","Will","Robusto","","","GR Cup","Toyota GR86","RVA Graphics Motorsports by Speed Syndicate","Toyota Gazoo Racing","USA","","entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF","entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF","13680718","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Will"",""transponderNumber"":""13680718"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""2"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""driver2drivesFirst"":"""",""sponsors"":""RVA Graphics and Wraps"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""USA"",""racelinkNumber"":""219195"",""driver1drivesFirst"":true,""team"":""RVA Graphics Motorsports by Speed Syndicate"",""driver1lastName"":""Robusto"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-06T12:27:30.903Z"",""id"":""entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF"",""createdAt"":""2024-10-01T22:08:24.809Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Will"",""driverLastName"":""Robusto"",""driverName"":""Will Robusto"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""USA"",""driverId"":""""}}","37.916",37916,"34.867",34867,"32.006",32006,"00:27.627",27627,"00:10.289",10289,"00:19.510",19510,"00:15.357",15357,"00:12.149",12149,"00:19.857",19857
"2","Will Robusto","2","2","1:43.649",103649,"3:28.795",208795,"12:02:44.197","Am","Yellow Flag","Will","Robusto","","","GR Cup","Toyota GR86","RVA Graphics Motorsports by Speed Syndicate","Toyota Gazoo Racing","USA","","entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF","entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF","13680718","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Will"",""transponderNumber"":""13680718"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""2"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""driver2drivesFirst"":"""",""sponsors"":""RVA Graphics and Wraps"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""USA"",""racelinkNumber"":""219195"",""driver1drivesFirst"":true,""team"":""RVA Graphics Motorsports by Speed Syndicate"",""driver1lastName"":""Robusto"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-06T12:27:30.903Z"",""id"":""entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF"",""createdAt"":""2024-10-01T22:08:24.809Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Will"",""driverLastName"":""Robusto"",""driverName"":""Will Robusto"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""USA"",""driverId"":""""}}","34.448",34448,"34.530",34530,"34.671",34671,"00:24.209",24209,"00:10.239",10239,"00:19.217",19217,"00:15.313",15313,"00:12.336",12336,"00:22.335",22335
"2","Will Robusto","3","3","2:13.086",133086,"5:41.881",341881,"12:04:57.283","Am","Yellow Flag","Will","Robusto","","","GR Cup","Toyota GR86","RVA Graphics Motorsports by Speed Syndicate","Toyota Gazoo Racing","USA","","entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF","entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF","13680718","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Will"",""transponderNumber"":""13680718"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""2"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""driver2drivesFirst"":"""",""sponsors"":""RVA Graphics and Wraps"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""USA"",""racelinkNumber"":""219195"",""driver1drivesFirst"":true,""team"":""RVA Graphics Motorsports by Speed Syndicate"",""driver1lastName"":""Robusto"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-06T12:27:30.903Z"",""id"":""entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF"",""createdAt"":""2024-10-01T22:08:24.809Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Will"",""driverLastName"":""Robusto"",""driverName"":""Will Robusto"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""USA"",""driverId"":""""}}","48.311",48311,"41.243",41243,"43.532",43532,"00:32.779",32779,"00:15.532",15532,"00:23.886",23886,"00:17.357",17357,"00:16.337",16337,"00:27.195",27195
"2","Will Robusto","4","4","2:38.358",158358,"8:20.239",500239,"12:07:35.641","Am","Yellow Flag","Will","Robusto","","","GR Cup","Toyota GR86","RVA Graphics Motorsports by Speed Syndicate","Toyota Gazoo Racing","USA","","entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF","entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF","13680718","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Will"",""transponderNumber"":""13680718"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""2"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""driver2drivesFirst"":"""",""sponsors"":""RVA Graphics and Wraps"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""USA"",""racelinkNumber"":""219195"",""driver1drivesFirst"":true,""team"":""RVA Graphics Motorsports by Speed Syndicate"",""driver1lastName"":""Robusto"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-06T12:27:30.903Z"",""id"":""entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF"",""createdAt"":""2024-10-01T22:08:24.809Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Will"",""driverLastName"":""Robusto"",""driverName"":""Will Robusto"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""USA"",""driverId"":""""}}","58.053",58053,"52.443",52443,"47.862",47862,"00:41.501",41501,"00:16.552",16552,"00:32.223",32223,"00:20.220",20220,"00:19.359",19359,"00:28.503",28503
"2","Will Robusto","5","5","2:33.540",153540,"10:53.779",653779,"12:10:09.181","Am","Yellow Flag","Will","Robusto","","","GR Cup","Toyota GR86","RVA Graphics Motorsports by Speed Syndicate","Toyota Gazoo Racing","USA","","entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF","entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF","13680718","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Will"",""transponderNumber"":""13680718"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""2"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""driver2drivesFirst"":"""",""sponsors"":""RVA Graphics and Wraps"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""USA"",""racelinkNumber"":""219195"",""driver1drivesFirst"":true,""team"":""RVA Graphics Motorsports by Speed Syndicate"",""driver1lastName"":""Robusto"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-06T12:27:30.903Z"",""id"":""entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF"",""createdAt"":""2024-10-01T22:08:24.809Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Will"",""driverLastName"":""Robusto"",""driverName"":""Will Robusto"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""USA"",""driverId"":""""}}","54.945",54945,"51.050",51050,"47.545",47545,"00:39.566",39566,"00:15.379",15379,"00:31.295",31295,"00:19.755",19755,"00:19.470",19470,"00:28.075",28075
"2","Will Robusto","6","6","2:20.089",140089,"13:13.868",793868,"12:12:29.270","Am","Green Flag","Will","Robusto","","","GR Cup","Toyota GR86","RVA Graphics Motorsports by Speed Syndicate","Toyota Gazoo Racing","USA","","entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF","entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF","13680718","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Will"",""transponderNumber"":""13680718"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""2"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""driver2drivesFirst"":"""",""sponsors"":""RVA Graphics and Wraps"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""USA"",""racelinkNumber"":""219195"",""driver1drivesFirst"":true,""team"":""RVA Graphics Motorsports by Speed Syndicate"",""driver1lastName"":""Robusto"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-06T12:27:30.903Z"",""id"":""entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF"",""createdAt"":""2024-10-01T22:08:24.809Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Will"",""driverLastName"":""Robusto"",""driverName"":""Will Robusto"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""USA"",""driverId"":""""}}","50.840",50840,"50.861",50861,"38.388",38388,"00:38.415",38415,"00:12.425",12425,"00:31.249",31249,"00:19.612",19612,"00:17.679",17679,"00:20.709",20709
"2","Will Robusto","7","7","1:42.349",102349,"14:56.217",896217,"12:14:11.619","Am","Green Flag","Will","Robusto","","","GR Cup","Toyota GR86","RVA Graphics Motorsports by Speed Syndicate","Toyota Gazoo Racing","USA","","entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF","entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF","13680718","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Will"",""transponderNumber"":""13680718"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""2"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""driver2drivesFirst"":"""",""sponsors"":""RVA Graphics and Wraps"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""USA"",""racelinkNumber"":""219195"",""driver1drivesFirst"":true,""team"":""RVA Graphics Motorsports by Speed Syndicate"",""driver1lastName"":""Robusto"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-06T12:27:30.903Z"",""id"":""entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF"",""createdAt"":""2024-10-01T22:08:24.809Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Will"",""driverLastName"":""Robusto"",""driverName"":""Will Robusto"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""USA"",""driverId"":""""}}","35.536",35536,"34.834",34834,"31.979",31979,"00:25.098",25098,"00:10.438",10438,"00:19.223",19223,"00:15.611",15611,"00:12.311",12311,"00:19.668",19668
"2","Will Robusto","8","8","1:41.104",101104,"16:37.321",997321,"12:15:52.723","Am","Green Flag","Will","Robusto","","","GR Cup","Toyota GR86","RVA Graphics Motorsports by Speed Syndicate","Toyota Gazoo Racing","USA","","entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF","entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF","13680718","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Will"",""transponderNumber"":""13680718"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""2"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""driver2drivesFirst"":"""",""sponsors"":""RVA Graphics and Wraps"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""USA"",""racelinkNumber"":""219195"",""driver1drivesFirst"":true,""team"":""RVA Graphics Motorsports by Speed Syndicate"",""driver1lastName"":""Robusto"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-06T12:27:30.903Z"",""id"":""entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF"",""createdAt"":""2024-10-01T22:08:24.809Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Will"",""driverLastName"":""Robusto"",""driverName"":""Will Robusto"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""USA"",""driverId"":""""}}","34.571",34571,"34.641",34641,"31.892",31892,"00:24.250",24250,"00:10.321",10321,"00:19.246",19246,"00:15.395",15395,"00:12.155",12155,"00:19.737",19737
"2","Will Robusto","9","9","1:41.889",101889,"18:19.210",1099210,"12:17:34.612","Am","Green Flag","Will","Robusto","","","GR Cup","Toyota GR86","RVA Graphics Motorsports by Speed Syndicate","Toyota Gazoo Racing","USA","","entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF","entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF","13680718","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Will"",""transponderNumber"":""13680718"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""2"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""driver2drivesFirst"":"""",""sponsors"":""RVA Graphics and Wraps"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""USA"",""racelinkNumber"":""219195"",""driver1drivesFirst"":true,""team"":""RVA Graphics Motorsports by Speed Syndicate"",""driver1lastName"":""Robusto"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-06T12:27:30.903Z"",""id"":""entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF"",""createdAt"":""2024-10-01T22:08:24.809Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Will"",""driverLastName"":""Robusto"",""driverName"":""Will Robusto"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""USA"",""driverId"":""""}}","34.835",34835,"35.042",35042,"32.012",32012,"00:24.410",24410,"00:10.425",10425,"00:19.285",19285,"00:15.757",15757,"00:12.273",12273,"00:19.739",19739
"2","Will Robusto","10","10","1:41.444",101444,"20:00.654",1200654,"12:19:16.056","Am","Green Flag","Will","Robusto","","","GR Cup","Toyota GR86","RVA Graphics Motorsports by Speed Syndicate","Toyota Gazoo Racing","USA","","entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF","entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF","13680718","","{""fields"":{""driver2tla"":"""",""driver1firstName"":""Will"",""transponderNumber"":""13680718"",""isTeam"":"""",""manufacturer"":""Toyota Gazoo Racing"",""driver3licenseNationality"":"""",""driver3nationality"":"""",""number"":""2"",""driver2driverId"":"""",""driver1driverId"":"""",""isIGTC"":"""",""car"":""Toyota GR86"",""driver2drivesFirst"":"""",""sponsors"":""RVA Graphics and Wraps"",""driver2licenseNationality"":"""",""driver1tla"":"""",""class"":""Am"",""driver2nationality"":"""",""driver2category"":"""",""driver1category"":"""",""driver3category"":"""",""driver3lastName"":"""",""driver1nationality"":""USA"",""racelinkNumber"":""219195"",""driver1drivesFirst"":true,""team"":""RVA Graphics Motorsports by Speed Syndicate"",""driver1lastName"":""Robusto"",""driver2firstName"":"""",""driver2lastName"":"""",""driver3driverId"":"""",""driver1licenseNationality"":"""",""series"":""GR Cup"",""driver3firstName"":""""},""updatedAt"":""2024-10-06T12:27:30.903Z"",""id"":""entries:events-2024-sro-ims:GnfEkYNtyOma0Y6zGQJMF"",""createdAt"":""2024-10-01T22:08:24.809Z"",""eventId"":""events:2024-sro-ims""}","{"""":{""driverFirstName"":""Will"",""driverLastName"":""Robusto"",""driverName"":""Will Robusto"",""driverLicenseNationality"":"""",""driverSroLicenseCategory"":"""",""driverNationality"":""USA"",""driverId"":""""}}","34.855",34855,"34.541",34541,"32.048",32048,"00:24.631",24631,"00:10.224",10224,"00:19.071",19071,"00:15.470",15470,"00:12.244",12244,"00:19.804",19804
